BusinessPartner,Customer,Supplier,AcademicTitle,AuthorizationGroup,BusinessPartnerCategory,BusinessPartnerFullName,BusinessPartnerGrouping,BusinessPartnerName,BusinessPartnerUUID,CorrespondenceLanguage,CreatedByUser,CreationDate,CreationTime,FirstName,FormOfAddress,Industry,InternationalLocationNumber1,InternationalLocationNumber2,IsFemale,IsMale,IsNaturalPerson,IsSexUnknown,GenderCodeName,Language,LastChangeDate,LastChangeTime,LastChangedByUser,LastName,LegalForm,OrganizationBPName1,OrganizationBPName2,OrganizationBPName3,OrganizationBPName4,OrganizationFoundationDate,OrganizationLiquidationDate,SearchTerm1,SearchTerm2,AdditionalLastName,BirthDate,BusinessPartnerBirthDateStatus,BusinessPartnerBirthplaceName,BusinessPartnerDeathDate,BusinessPartnerIsBlocked,BusinessPartnerType,ETag,GroupBusinessPartnerName1,GroupBusinessPartnerName2,IndependentAddressID,InternationalLocationNumber3,MiddleName,NameCountry,NameFormat,PersonFullName,PersonNumber,IsMarkedForArchiving,BusinessPartnerIDByExtSystem,BusinessPartnerPrintFormat,BusinessPartnerOccupation,BusPartMaritalStatus,BusPartNationality,BusinessPartnerBirthName,BusinessPartnerSupplementName,NaturalPersonEmployerName,LastNamePrefix,LastNameSecondPrefix,Initials,BPDataControllerIsNotRequired,TradingPartner
r-10280240,r-10280240,r-10280240,0240,0240,0,BusinessPartnerFullName-10280240,0240,BusinessPartnerName-10280240,10280240-1f93-4874-89a7-397da05a63f5,40,ser-10280240,2004-02-19,22:59:53,FirstName-10280240,0240,y-10280240,0280240,80240,true,true,0,true,0,40,2002-02-12,22:59:53,ser-10280240,LastName-10280240,40,OrganizationBPName1-10280240,OrganizationBPName2-10280240,OrganizationBPName3-10280240,OrganizationBPName4-10280240,2019-04-05,2003-10-22,SearchTerm1-10280240,SearchTerm2-10280240,AdditionalLastName-10280240,2004-07-11,0,BusinessPartnerBirthplaceName-10280240,2006-07-19,true,0240,ETag-10280240,GroupBusinessPartnerName1-10280240,GroupBusinessPartnerName2-10280240,D-10280240,0,MiddleName-10280240,240,40,PersonFullName-10280240,r-10280240,true,ByExtSystem-10280240,0,0240,0,240,BusinessPartnerBirthName-10280240,0240,NaturalPersonEmployerName-10280240,0240,0240,s-10280240,true,280240
r-10280241,r-10280241,r-10280241,0241,0241,1,BusinessPartnerFullName-10280241,0241,BusinessPartnerName-10280241,10280241-dbeb-49d4-86c3-2fc519c4ddbf,41,ser-10280241,2005-02-15,22:59:53,FirstName-10280241,0241,y-10280241,0280241,80241,false,false,1,false,1,41,2003-01-29,22:59:53,ser-10280241,LastName-10280241,41,OrganizationBPName1-10280241,OrganizationBPName2-10280241,OrganizationBPName3-10280241,OrganizationBPName4-10280241,2007-11-30,2012-01-29,SearchTerm1-10280241,SearchTerm2-10280241,AdditionalLastName-10280241,2015-05-29,1,BusinessPartnerBirthplaceName-10280241,2002-08-11,false,0241,ETag-10280241,GroupBusinessPartnerName1-10280241,GroupBusinessPartnerName2-10280241,D-10280241,1,MiddleName-10280241,241,41,PersonFullName-10280241,r-10280241,false,ByExtSystem-10280241,1,0241,1,241,BusinessPartnerBirthName-10280241,0241,NaturalPersonEmployerName-10280241,0241,0241,s-10280241,false,280241
r-10280242,r-10280242,r-10280242,0242,0242,2,BusinessPartnerFullName-10280242,0242,BusinessPartnerName-10280242,10280242-c744-404e-b501-1eeaa574fa7e,42,ser-10280242,2022-04-21,22:59:53,FirstName-10280242,0242,y-10280242,0280242,80242,true,true,2,true,2,42,2010-03-18,22:59:53,ser-10280242,LastName-10280242,42,OrganizationBPName1-10280242,OrganizationBPName2-10280242,OrganizationBPName3-10280242,OrganizationBPName4-10280242,2005-09-01,2008-10-06,SearchTerm1-10280242,SearchTerm2-10280242,AdditionalLastName-10280242,2007-07-27,2,BusinessPartnerBirthplaceName-10280242,2004-07-21,true,0242,ETag-10280242,GroupBusinessPartnerName1-10280242,GroupBusinessPartnerName2-10280242,D-10280242,2,MiddleName-10280242,242,42,PersonFullName-10280242,r-10280242,true,ByExtSystem-10280242,2,0242,2,242,BusinessPartnerBirthName-10280242,0242,NaturalPersonEmployerName-10280242,0242,0242,s-10280242,true,280242
r-10280243,r-10280243,r-10280243,0243,0243,3,BusinessPartnerFullName-10280243,0243,BusinessPartnerName-10280243,10280243-582d-44a4-98e8-f8e9cbb1db97,43,ser-10280243,2012-02-21,22:59:53,FirstName-10280243,0243,y-10280243,0280243,80243,false,false,3,false,3,43,2007-01-04,22:59:53,ser-10280243,LastName-10280243,43,OrganizationBPName1-10280243,OrganizationBPName2-10280243,OrganizationBPName3-10280243,OrganizationBPName4-10280243,2022-11-21,2016-12-24,SearchTerm1-10280243,SearchTerm2-10280243,AdditionalLastName-10280243,2019-06-01,3,BusinessPartnerBirthplaceName-10280243,2017-03-16,false,0243,ETag-10280243,GroupBusinessPartnerName1-10280243,GroupBusinessPartnerName2-10280243,D-10280243,3,MiddleName-10280243,243,43,PersonFullName-10280243,r-10280243,false,ByExtSystem-10280243,3,0243,3,243,BusinessPartnerBirthName-10280243,0243,NaturalPersonEmployerName-10280243,0243,0243,s-10280243,false,280243
r-10280244,r-10280244,r-10280244,0244,0244,4,BusinessPartnerFullName-10280244,0244,BusinessPartnerName-10280244,10280244-f87a-4286-879c-38b8c65e95db,44,ser-10280244,2009-11-28,22:59:53,FirstName-10280244,0244,y-10280244,0280244,80244,true,true,4,true,4,44,2022-07-13,22:59:53,ser-10280244,LastName-10280244,44,OrganizationBPName1-10280244,OrganizationBPName2-10280244,OrganizationBPName3-10280244,OrganizationBPName4-10280244,2009-04-11,2015-04-02,SearchTerm1-10280244,SearchTerm2-10280244,AdditionalLastName-10280244,2002-12-03,4,BusinessPartnerBirthplaceName-10280244,2006-04-20,true,0244,ETag-10280244,GroupBusinessPartnerName1-10280244,GroupBusinessPartnerName2-10280244,D-10280244,4,MiddleName-10280244,244,44,PersonFullName-10280244,r-10280244,true,ByExtSystem-10280244,4,0244,4,244,BusinessPartnerBirthName-10280244,0244,NaturalPersonEmployerName-10280244,0244,0244,s-10280244,true,280244
r-10280245,r-10280245,r-10280245,0245,0245,5,BusinessPartnerFullName-10280245,0245,BusinessPartnerName-10280245,10280245-3986-48ec-89c2-3388481f2b35,45,ser-10280245,2019-07-08,22:59:53,FirstName-10280245,0245,y-10280245,0280245,80245,false,false,5,false,5,45,2016-01-21,22:59:53,ser-10280245,LastName-10280245,45,OrganizationBPName1-10280245,OrganizationBPName2-10280245,OrganizationBPName3-10280245,OrganizationBPName4-10280245,2011-05-08,2003-11-19,SearchTerm1-10280245,SearchTerm2-10280245,AdditionalLastName-10280245,2014-09-25,5,BusinessPartnerBirthplaceName-10280245,2014-07-03,false,0245,ETag-10280245,GroupBusinessPartnerName1-10280245,GroupBusinessPartnerName2-10280245,D-10280245,5,MiddleName-10280245,245,45,PersonFullName-10280245,r-10280245,false,ByExtSystem-10280245,5,0245,5,245,BusinessPartnerBirthName-10280245,0245,NaturalPersonEmployerName-10280245,0245,0245,s-10280245,false,280245
r-10280246,r-10280246,r-10280246,0246,0246,6,BusinessPartnerFullName-10280246,0246,BusinessPartnerName-10280246,10280246-3533-4f0b-86fe-d068d6a1819c,46,ser-10280246,2020-10-03,22:59:53,FirstName-10280246,0246,y-10280246,0280246,80246,true,true,6,true,6,46,2022-08-19,22:59:53,ser-10280246,LastName-10280246,46,OrganizationBPName1-10280246,OrganizationBPName2-10280246,OrganizationBPName3-10280246,OrganizationBPName4-10280246,2011-12-03,2018-11-20,SearchTerm1-10280246,SearchTerm2-10280246,AdditionalLastName-10280246,2017-01-11,6,BusinessPartnerBirthplaceName-10280246,2022-11-27,true,0246,ETag-10280246,GroupBusinessPartnerName1-10280246,GroupBusinessPartnerName2-10280246,D-10280246,6,MiddleName-10280246,246,46,PersonFullName-10280246,r-10280246,true,ByExtSystem-10280246,6,0246,6,246,BusinessPartnerBirthName-10280246,0246,NaturalPersonEmployerName-10280246,0246,0246,s-10280246,true,280246
r-10280247,r-10280247,r-10280247,0247,0247,7,BusinessPartnerFullName-10280247,0247,BusinessPartnerName-10280247,10280247-ec3a-4551-aea2-162744c24797,47,ser-10280247,2008-09-28,22:59:53,FirstName-10280247,0247,y-10280247,0280247,80247,false,false,7,false,7,47,2019-12-11,22:59:53,ser-10280247,LastName-10280247,47,OrganizationBPName1-10280247,OrganizationBPName2-10280247,OrganizationBPName3-10280247,OrganizationBPName4-10280247,2017-10-02,2013-07-13,SearchTerm1-10280247,SearchTerm2-10280247,AdditionalLastName-10280247,2018-06-30,7,BusinessPartnerBirthplaceName-10280247,2012-06-26,false,0247,ETag-10280247,GroupBusinessPartnerName1-10280247,GroupBusinessPartnerName2-10280247,D-10280247,7,MiddleName-10280247,247,47,PersonFullName-10280247,r-10280247,false,ByExtSystem-10280247,7,0247,7,247,BusinessPartnerBirthName-10280247,0247,NaturalPersonEmployerName-10280247,0247,0247,s-10280247,false,280247
r-10280248,r-10280248,r-10280248,0248,0248,8,BusinessPartnerFullName-10280248,0248,BusinessPartnerName-10280248,10280248-7ea5-4a5a-8152-56b319be2a20,48,ser-10280248,2008-12-29,22:59:53,FirstName-10280248,0248,y-10280248,0280248,80248,true,true,8,true,8,48,2011-12-19,22:59:53,ser-10280248,LastName-10280248,48,OrganizationBPName1-10280248,OrganizationBPName2-10280248,OrganizationBPName3-10280248,OrganizationBPName4-10280248,2013-03-18,2018-10-10,SearchTerm1-10280248,SearchTerm2-10280248,AdditionalLastName-10280248,2018-03-08,8,BusinessPartnerBirthplaceName-10280248,2010-09-08,true,0248,ETag-10280248,GroupBusinessPartnerName1-10280248,GroupBusinessPartnerName2-10280248,D-10280248,8,MiddleName-10280248,248,48,PersonFullName-10280248,r-10280248,true,ByExtSystem-10280248,8,0248,8,248,BusinessPartnerBirthName-10280248,0248,NaturalPersonEmployerName-10280248,0248,0248,s-10280248,true,280248
r-10280249,r-10280249,r-10280249,0249,0249,9,BusinessPartnerFullName-10280249,0249,BusinessPartnerName-10280249,10280249-e192-47f0-92bb-b58f00e9d6da,49,ser-10280249,2007-08-07,22:59:53,FirstName-10280249,0249,y-10280249,0280249,80249,false,false,9,false,9,49,2005-04-17,22:59:53,ser-10280249,LastName-10280249,49,OrganizationBPName1-10280249,OrganizationBPName2-10280249,OrganizationBPName3-10280249,OrganizationBPName4-10280249,2002-10-01,2017-10-19,SearchTerm1-10280249,SearchTerm2-10280249,AdditionalLastName-10280249,2023-12-28,9,BusinessPartnerBirthplaceName-10280249,2008-12-13,false,0249,ETag-10280249,GroupBusinessPartnerName1-10280249,GroupBusinessPartnerName2-10280249,D-10280249,9,MiddleName-10280249,249,49,PersonFullName-10280249,r-10280249,false,ByExtSystem-10280249,9,0249,9,249,BusinessPartnerBirthName-10280249,0249,NaturalPersonEmployerName-10280249,0249,0249,s-10280249,false,280249
r-10280250,r-10280250,r-10280250,0250,0250,0,BusinessPartnerFullName-10280250,0250,BusinessPartnerName-10280250,10280250-56c3-4e96-ab25-9131f4854955,50,ser-10280250,2022-01-24,22:59:53,FirstName-10280250,0250,y-10280250,0280250,80250,true,true,0,true,0,50,2021-10-28,22:59:53,ser-10280250,LastName-10280250,50,OrganizationBPName1-10280250,OrganizationBPName2-10280250,OrganizationBPName3-10280250,OrganizationBPName4-10280250,2008-09-29,2011-03-14,SearchTerm1-10280250,SearchTerm2-10280250,AdditionalLastName-10280250,2017-08-13,0,BusinessPartnerBirthplaceName-10280250,2004-02-12,true,0250,ETag-10280250,GroupBusinessPartnerName1-10280250,GroupBusinessPartnerName2-10280250,D-10280250,0,MiddleName-10280250,250,50,PersonFullName-10280250,r-10280250,true,ByExtSystem-10280250,0,0250,0,250,BusinessPartnerBirthName-10280250,0250,NaturalPersonEmployerName-10280250,0250,0250,s-10280250,true,280250
r-10280251,r-10280251,r-10280251,0251,0251,1,BusinessPartnerFullName-10280251,0251,BusinessPartnerName-10280251,10280251-2641-4dee-b1cb-e2020607c861,51,ser-10280251,2021-04-26,22:59:53,FirstName-10280251,0251,y-10280251,0280251,80251,false,false,1,false,1,51,2008-11-06,22:59:53,ser-10280251,LastName-10280251,51,OrganizationBPName1-10280251,OrganizationBPName2-10280251,OrganizationBPName3-10280251,OrganizationBPName4-10280251,2015-11-06,2020-04-17,SearchTerm1-10280251,SearchTerm2-10280251,AdditionalLastName-10280251,2012-08-26,1,BusinessPartnerBirthplaceName-10280251,2007-01-26,false,0251,ETag-10280251,GroupBusinessPartnerName1-10280251,GroupBusinessPartnerName2-10280251,D-10280251,1,MiddleName-10280251,251,51,PersonFullName-10280251,r-10280251,false,ByExtSystem-10280251,1,0251,1,251,BusinessPartnerBirthName-10280251,0251,NaturalPersonEmployerName-10280251,0251,0251,s-10280251,false,280251
r-10280252,r-10280252,r-10280252,0252,0252,2,BusinessPartnerFullName-10280252,0252,BusinessPartnerName-10280252,10280252-fb2d-4258-ae22-53defaafa104,52,ser-10280252,2008-12-17,22:59:53,FirstName-10280252,0252,y-10280252,0280252,80252,true,true,2,true,2,52,2017-02-28,22:59:53,ser-10280252,LastName-10280252,52,OrganizationBPName1-10280252,OrganizationBPName2-10280252,OrganizationBPName3-10280252,OrganizationBPName4-10280252,2008-12-10,2006-11-27,SearchTerm1-10280252,SearchTerm2-10280252,AdditionalLastName-10280252,2017-03-29,2,BusinessPartnerBirthplaceName-10280252,2013-03-26,true,0252,ETag-10280252,GroupBusinessPartnerName1-10280252,GroupBusinessPartnerName2-10280252,D-10280252,2,MiddleName-10280252,252,52,PersonFullName-10280252,r-10280252,true,ByExtSystem-10280252,2,0252,2,252,BusinessPartnerBirthName-10280252,0252,NaturalPersonEmployerName-10280252,0252,0252,s-10280252,true,280252
r-10280253,r-10280253,r-10280253,0253,0253,3,BusinessPartnerFullName-10280253,0253,BusinessPartnerName-10280253,10280253-5090-4e12-8f33-9d7e8e06e375,53,ser-10280253,2003-02-04,22:59:53,FirstName-10280253,0253,y-10280253,0280253,80253,false,false,3,false,3,53,2010-10-12,22:59:53,ser-10280253,LastName-10280253,53,OrganizationBPName1-10280253,OrganizationBPName2-10280253,OrganizationBPName3-10280253,OrganizationBPName4-10280253,2003-06-15,2012-06-14,SearchTerm1-10280253,SearchTerm2-10280253,AdditionalLastName-10280253,2013-04-24,3,BusinessPartnerBirthplaceName-10280253,2004-06-24,false,0253,ETag-10280253,GroupBusinessPartnerName1-10280253,GroupBusinessPartnerName2-10280253,D-10280253,3,MiddleName-10280253,253,53,PersonFullName-10280253,r-10280253,false,ByExtSystem-10280253,3,0253,3,253,BusinessPartnerBirthName-10280253,0253,NaturalPersonEmployerName-10280253,0253,0253,s-10280253,false,280253
r-10280254,r-10280254,r-10280254,0254,0254,4,BusinessPartnerFullName-10280254,0254,BusinessPartnerName-10280254,10280254-2559-4bfd-8d84-a9c2dd7acabe,54,ser-10280254,2016-05-27,22:59:53,FirstName-10280254,0254,y-10280254,0280254,80254,true,true,4,true,4,54,2003-11-15,22:59:53,ser-10280254,LastName-10280254,54,OrganizationBPName1-10280254,OrganizationBPName2-10280254,OrganizationBPName3-10280254,OrganizationBPName4-10280254,2009-08-03,2005-07-23,SearchTerm1-10280254,SearchTerm2-10280254,AdditionalLastName-10280254,2014-05-21,4,BusinessPartnerBirthplaceName-10280254,2016-06-20,true,0254,ETag-10280254,GroupBusinessPartnerName1-10280254,GroupBusinessPartnerName2-10280254,D-10280254,4,MiddleName-10280254,254,54,PersonFullName-10280254,r-10280254,true,ByExtSystem-10280254,4,0254,4,254,BusinessPartnerBirthName-10280254,0254,NaturalPersonEmployerName-10280254,0254,0254,s-10280254,true,280254
r-10280255,r-10280255,r-10280255,0255,0255,5,BusinessPartnerFullName-10280255,0255,BusinessPartnerName-10280255,10280255-dc20-428d-9f2d-81a697fc5b6d,55,ser-10280255,2006-04-04,22:59:53,FirstName-10280255,0255,y-10280255,0280255,80255,false,false,5,false,5,55,2003-04-18,22:59:53,ser-10280255,LastName-10280255,55,OrganizationBPName1-10280255,OrganizationBPName2-10280255,OrganizationBPName3-10280255,OrganizationBPName4-10280255,2014-06-18,2019-12-09,SearchTerm1-10280255,SearchTerm2-10280255,AdditionalLastName-10280255,2010-04-20,5,BusinessPartnerBirthplaceName-10280255,2007-10-04,false,0255,ETag-10280255,GroupBusinessPartnerName1-10280255,GroupBusinessPartnerName2-10280255,D-10280255,5,MiddleName-10280255,255,55,PersonFullName-10280255,r-10280255,false,ByExtSystem-10280255,5,0255,5,255,BusinessPartnerBirthName-10280255,0255,NaturalPersonEmployerName-10280255,0255,0255,s-10280255,false,280255
r-10280256,r-10280256,r-10280256,0256,0256,6,BusinessPartnerFullName-10280256,0256,BusinessPartnerName-10280256,10280256-1567-464a-aa14-6d57d0f389a0,56,ser-10280256,2002-09-17,22:59:53,FirstName-10280256,0256,y-10280256,0280256,80256,true,true,6,true,6,56,2010-12-07,22:59:53,ser-10280256,LastName-10280256,56,OrganizationBPName1-10280256,OrganizationBPName2-10280256,OrganizationBPName3-10280256,OrganizationBPName4-10280256,2000-04-13,2009-09-22,SearchTerm1-10280256,SearchTerm2-10280256,AdditionalLastName-10280256,2002-07-19,6,BusinessPartnerBirthplaceName-10280256,2018-01-28,true,0256,ETag-10280256,GroupBusinessPartnerName1-10280256,GroupBusinessPartnerName2-10280256,D-10280256,6,MiddleName-10280256,256,56,PersonFullName-10280256,r-10280256,true,ByExtSystem-10280256,6,0256,6,256,BusinessPartnerBirthName-10280256,0256,NaturalPersonEmployerName-10280256,0256,0256,s-10280256,true,280256
r-10280257,r-10280257,r-10280257,0257,0257,7,BusinessPartnerFullName-10280257,0257,BusinessPartnerName-10280257,10280257-1903-44ac-a6db-99aebda3daaf,57,ser-10280257,2023-09-29,22:59:53,FirstName-10280257,0257,y-10280257,0280257,80257,false,false,7,false,7,57,2010-02-03,22:59:53,ser-10280257,LastName-10280257,57,OrganizationBPName1-10280257,OrganizationBPName2-10280257,OrganizationBPName3-10280257,OrganizationBPName4-10280257,2003-10-16,2005-09-20,SearchTerm1-10280257,SearchTerm2-10280257,AdditionalLastName-10280257,2002-08-19,7,BusinessPartnerBirthplaceName-10280257,2022-04-24,false,0257,ETag-10280257,GroupBusinessPartnerName1-10280257,GroupBusinessPartnerName2-10280257,D-10280257,7,MiddleName-10280257,257,57,PersonFullName-10280257,r-10280257,false,ByExtSystem-10280257,7,0257,7,257,BusinessPartnerBirthName-10280257,0257,NaturalPersonEmployerName-10280257,0257,0257,s-10280257,false,280257
r-10280258,r-10280258,r-10280258,0258,0258,8,BusinessPartnerFullName-10280258,0258,BusinessPartnerName-10280258,10280258-fbdf-45d3-85b4-cadb66d82ce4,58,ser-10280258,2007-01-31,22:59:53,FirstName-10280258,0258,y-10280258,0280258,80258,true,true,8,true,8,58,2004-08-15,22:59:53,ser-10280258,LastName-10280258,58,OrganizationBPName1-10280258,OrganizationBPName2-10280258,OrganizationBPName3-10280258,OrganizationBPName4-10280258,2023-12-15,2013-07-09,SearchTerm1-10280258,SearchTerm2-10280258,AdditionalLastName-10280258,2010-08-18,8,BusinessPartnerBirthplaceName-10280258,2005-12-22,true,0258,ETag-10280258,GroupBusinessPartnerName1-10280258,GroupBusinessPartnerName2-10280258,D-10280258,8,MiddleName-10280258,258,58,PersonFullName-10280258,r-10280258,true,ByExtSystem-10280258,8,0258,8,258,BusinessPartnerBirthName-10280258,0258,NaturalPersonEmployerName-10280258,0258,0258,s-10280258,true,280258
r-10280259,r-10280259,r-10280259,0259,0259,9,BusinessPartnerFullName-10280259,0259,BusinessPartnerName-10280259,10280259-de10-49c4-93f3-c19792ddee01,59,ser-10280259,2003-09-14,22:59:53,FirstName-10280259,0259,y-10280259,0280259,80259,false,false,9,false,9,59,2005-06-24,22:59:53,ser-10280259,LastName-10280259,59,OrganizationBPName1-10280259,OrganizationBPName2-10280259,OrganizationBPName3-10280259,OrganizationBPName4-10280259,2005-05-06,2013-05-03,SearchTerm1-10280259,SearchTerm2-10280259,AdditionalLastName-10280259,2007-06-29,9,BusinessPartnerBirthplaceName-10280259,2006-01-09,false,0259,ETag-10280259,GroupBusinessPartnerName1-10280259,GroupBusinessPartnerName2-10280259,D-10280259,9,MiddleName-10280259,259,59,PersonFullName-10280259,r-10280259,false,ByExtSystem-10280259,9,0259,9,259,BusinessPartnerBirthName-10280259,0259,NaturalPersonEmployerName-10280259,0259,0259,s-10280259,false,280259
r-10280260,r-10280260,r-10280260,0260,0260,0,BusinessPartnerFullName-10280260,0260,BusinessPartnerName-10280260,10280260-a1f0-4576-9890-62ed28e2efd5,60,ser-10280260,2002-06-15,22:59:53,FirstName-10280260,0260,y-10280260,0280260,80260,true,true,0,true,0,60,2002-12-27,22:59:53,ser-10280260,LastName-10280260,60,OrganizationBPName1-10280260,OrganizationBPName2-10280260,OrganizationBPName3-10280260,OrganizationBPName4-10280260,2006-11-22,2000-12-12,SearchTerm1-10280260,SearchTerm2-10280260,AdditionalLastName-10280260,2015-10-28,0,BusinessPartnerBirthplaceName-10280260,2010-09-24,true,0260,ETag-10280260,GroupBusinessPartnerName1-10280260,GroupBusinessPartnerName2-10280260,D-10280260,0,MiddleName-10280260,260,60,PersonFullName-10280260,r-10280260,true,ByExtSystem-10280260,0,0260,0,260,BusinessPartnerBirthName-10280260,0260,NaturalPersonEmployerName-10280260,0260,0260,s-10280260,true,280260
r-10280261,r-10280261,r-10280261,0261,0261,1,BusinessPartnerFullName-10280261,0261,BusinessPartnerName-10280261,10280261-27ad-4b65-b342-f3431d5b331c,61,ser-10280261,2022-09-04,22:59:53,FirstName-10280261,0261,y-10280261,0280261,80261,false,false,1,false,1,61,2012-07-06,22:59:53,ser-10280261,LastName-10280261,61,OrganizationBPName1-10280261,OrganizationBPName2-10280261,OrganizationBPName3-10280261,OrganizationBPName4-10280261,2022-04-20,2020-04-11,SearchTerm1-10280261,SearchTerm2-10280261,AdditionalLastName-10280261,2001-08-03,1,BusinessPartnerBirthplaceName-10280261,2006-02-22,false,0261,ETag-10280261,GroupBusinessPartnerName1-10280261,GroupBusinessPartnerName2-10280261,D-10280261,1,MiddleName-10280261,261,61,PersonFullName-10280261,r-10280261,false,ByExtSystem-10280261,1,0261,1,261,BusinessPartnerBirthName-10280261,0261,NaturalPersonEmployerName-10280261,0261,0261,s-10280261,false,280261
r-10280262,r-10280262,r-10280262,0262,0262,2,BusinessPartnerFullName-10280262,0262,BusinessPartnerName-10280262,10280262-0404-4b8c-9246-d265c6f4ece7,62,ser-10280262,2001-03-29,22:59:53,FirstName-10280262,0262,y-10280262,0280262,80262,true,true,2,true,2,62,2006-02-07,22:59:53,ser-10280262,LastName-10280262,62,OrganizationBPName1-10280262,OrganizationBPName2-10280262,OrganizationBPName3-10280262,OrganizationBPName4-10280262,2005-11-05,2022-01-19,SearchTerm1-10280262,SearchTerm2-10280262,AdditionalLastName-10280262,2011-01-17,2,BusinessPartnerBirthplaceName-10280262,2003-01-15,true,0262,ETag-10280262,GroupBusinessPartnerName1-10280262,GroupBusinessPartnerName2-10280262,D-10280262,2,MiddleName-10280262,262,62,PersonFullName-10280262,r-10280262,true,ByExtSystem-10280262,2,0262,2,262,BusinessPartnerBirthName-10280262,0262,NaturalPersonEmployerName-10280262,0262,0262,s-10280262,true,280262
r-10280263,r-10280263,r-10280263,0263,0263,3,BusinessPartnerFullName-10280263,0263,BusinessPartnerName-10280263,10280263-5d69-4000-88a1-56e48e0842c7,63,ser-10280263,2011-10-16,22:59:53,FirstName-10280263,0263,y-10280263,0280263,80263,false,false,3,false,3,63,2019-01-15,22:59:53,ser-10280263,LastName-10280263,63,OrganizationBPName1-10280263,OrganizationBPName2-10280263,OrganizationBPName3-10280263,OrganizationBPName4-10280263,2007-05-17,2011-07-17,SearchTerm1-10280263,SearchTerm2-10280263,AdditionalLastName-10280263,2010-02-14,3,BusinessPartnerBirthplaceName-10280263,2018-07-04,false,0263,ETag-10280263,GroupBusinessPartnerName1-10280263,GroupBusinessPartnerName2-10280263,D-10280263,3,MiddleName-10280263,263,63,PersonFullName-10280263,r-10280263,false,ByExtSystem-10280263,3,0263,3,263,BusinessPartnerBirthName-10280263,0263,NaturalPersonEmployerName-10280263,0263,0263,s-10280263,false,280263
r-10280264,r-10280264,r-10280264,0264,0264,4,BusinessPartnerFullName-10280264,0264,BusinessPartnerName-10280264,10280264-b7bc-4435-a33b-b60b12574de4,64,ser-10280264,2000-07-25,22:59:53,FirstName-10280264,0264,y-10280264,0280264,80264,true,true,4,true,4,64,2022-04-18,22:59:53,ser-10280264,LastName-10280264,64,OrganizationBPName1-10280264,OrganizationBPName2-10280264,OrganizationBPName3-10280264,OrganizationBPName4-10280264,2001-08-18,2007-05-25,SearchTerm1-10280264,SearchTerm2-10280264,AdditionalLastName-10280264,2013-04-22,4,BusinessPartnerBirthplaceName-10280264,2015-12-09,true,0264,ETag-10280264,GroupBusinessPartnerName1-10280264,GroupBusinessPartnerName2-10280264,D-10280264,4,MiddleName-10280264,264,64,PersonFullName-10280264,r-10280264,true,ByExtSystem-10280264,4,0264,4,264,BusinessPartnerBirthName-10280264,0264,NaturalPersonEmployerName-10280264,0264,0264,s-10280264,true,280264
r-10280265,r-10280265,r-10280265,0265,0265,5,BusinessPartnerFullName-10280265,0265,BusinessPartnerName-10280265,10280265-a389-414e-85cc-87ff81f99679,65,ser-10280265,2022-11-12,22:59:53,FirstName-10280265,0265,y-10280265,0280265,80265,false,false,5,false,5,65,2023-10-25,22:59:53,ser-10280265,LastName-10280265,65,OrganizationBPName1-10280265,OrganizationBPName2-10280265,OrganizationBPName3-10280265,OrganizationBPName4-10280265,2016-11-17,2000-08-10,SearchTerm1-10280265,SearchTerm2-10280265,AdditionalLastName-10280265,2006-06-24,5,BusinessPartnerBirthplaceName-10280265,2017-11-13,false,0265,ETag-10280265,GroupBusinessPartnerName1-10280265,GroupBusinessPartnerName2-10280265,D-10280265,5,MiddleName-10280265,265,65,PersonFullName-10280265,r-10280265,false,ByExtSystem-10280265,5,0265,5,265,BusinessPartnerBirthName-10280265,0265,NaturalPersonEmployerName-10280265,0265,0265,s-10280265,false,280265
r-10280266,r-10280266,r-10280266,0266,0266,6,BusinessPartnerFullName-10280266,0266,BusinessPartnerName-10280266,10280266-f000-41a1-a9c3-68f82000721d,66,ser-10280266,2004-12-27,22:59:53,FirstName-10280266,0266,y-10280266,0280266,80266,true,true,6,true,6,66,2009-03-08,22:59:53,ser-10280266,LastName-10280266,66,OrganizationBPName1-10280266,OrganizationBPName2-10280266,OrganizationBPName3-10280266,OrganizationBPName4-10280266,2021-12-18,2012-10-10,SearchTerm1-10280266,SearchTerm2-10280266,AdditionalLastName-10280266,2004-05-04,6,BusinessPartnerBirthplaceName-10280266,2009-11-27,true,0266,ETag-10280266,GroupBusinessPartnerName1-10280266,GroupBusinessPartnerName2-10280266,D-10280266,6,MiddleName-10280266,266,66,PersonFullName-10280266,r-10280266,true,ByExtSystem-10280266,6,0266,6,266,BusinessPartnerBirthName-10280266,0266,NaturalPersonEmployerName-10280266,0266,0266,s-10280266,true,280266
